text,label
"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",0
"@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040",-1
@USAirways really nigga.. Ur a fuck boy,-1
@USAirways Call volumes are high so the best answer is to hang up on me?,-1
@JetBlue Ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. Enraging! I need to speak to someone! #help,-1
@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,-1
@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,1
"@AmericanAir Are there any travel advisories for Toronto, ON today? I can't access anything regarding international travel on your website--",-1
"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩",-1
"@AmericanAir how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here...",-1
"@USAirways never let's me down, every. Single. Flight. Gets delayed.",-1
@SouthwestAir thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,-1
"@united FYI, went through this on similar flight last week.",0
"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?",-1
@JetBlue thanks! Calling right now!,1
@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,-1
@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,-1
@AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks.,-1
@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv,0
@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons,1
@USAirways @erickofiejones how long are billing cycles,0
"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",-1
@USAirways what's your pet policy?,0
@USAirways 4 hours Late Flightr And i lost my conection 😡,-1
@united contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?,-1
@AmericanAir it's not about the weather. It's about the fact that I can't get ahold of anyone to help. BUT you can tweet me back.,-1
"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75",-1
"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",0
"@USAirways you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!",-1
@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available?  doesn't make sense to me.,-1
@united when a 2 hour flight turns into a 3:30 ordeal...sigh,-1
@USAirways by far the worst airline in history. I'll never ever fly your garbage again,-1
@united I'm so frustrated and nervous because of this.,-1
"@USAirways when I told csr I would close acct, he couldn't care less",-1
@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible,-1
@SouthwestAir when is the last chance to get #DestinationDragons tickets? I would die of happiness if I won 😭🙏,0
@SouthwestAir beyond ready,1
@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!,-1
@AmericanAir hi how are you,0
@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,1
@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,0
@SouthwestAir you're killing me!! always #delayed from #SanDiego to #SF!! #ugh,-1
@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,-1
"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that""",-1
@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,-1
@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful,-1
@AmericanAir served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm,-1
"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet",1
@JetBlue we were supposed to be Vieques by 3pm,-1
"@SouthwestAir A-list preferred line phone wait was 15 minutes. I hung up, not feeling A-list-ey!",-1
"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",1
"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.",-1
@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!,1
@SouthwestAir think you have great people working for you.,1
@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu,0
@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them,-1
@USAirways WORST customer service ever!!!,-1
@AmericanAir The flight was delayed 5 times. Spent almost 40min on the tarmac. I'll reconsider my future flight options.,-1
@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin,1
@SouthwestAir Sorry! Thought I did. It's done now.,0
@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr,-1
@JetBlue really caring??,0
@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,-1
"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",-1
@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?,0
@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,-1
"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",-1
"@AmericanAir 

Seats gvn away. 7 strangers in 2 Chicago. Rented van. Drove to toledo. No help, no offer, no hotel. http://t.co/nxQiJCoJNj",-1
@United Hidden City forces me into crappy seat even though exit row is available on the first leg. Your support cannot fix. :-(,-1
@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime,0
@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...,-1
@SouthwestAir Report was filed but would like to support some active searching.  Feels pretty passive now.  Info on computer is precious.,-1
@USAirways @AmericanAir thought u merged but #USAirways sucks #worstever http://t.co/myNZitCovn,-1
😂😂 RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI,0
"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",1
@united bummer but thank you for the quick response,1
"@united flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @Delta",-1
@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever,-1
@JetBlue @T5Sparrow Love it. They're cute,1
"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!",-1
@JetBlue yes he and all the princesses. Trying to get to the #glassslipperchallenge at WDW.,0
@united quick response offering assistance but lack of follow through - not really the service I was expecting,-1
@AmericanAir Why does your iPhone app not have any sort of notifications option?,-1
@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka,-1
@USAirways well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,-1
@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,-1
"@USAirways I forgot my password and I don't know if my username is correct, and i want to use my miles, what i have to do??",0
"@CatfoodBeerGlue you'll enjoy this. 

“@JetBlue: Our fleet's on fleek. http://t.co/2thC9RKURT”",0
@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr,-1
@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,1
@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether,-1
@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,-1
@united  Great customer service again. Thanks!,1
@USAirways and that you can choose the same seat for free after clicking 100 buttons.,0
@SouthwestAir sending now via dm,0
"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy",0
"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch",-1
@united will do. Just need to get CVG.... and my bag too. Thanks,1
"@United, will you fill it? Yes they will. Thanks! #BringYourOwn, @kleankanteen http://t.co/daaa0rqBXW",1
".@JetBlue thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future",1
"@USAirways HELP! It says ""the payment is denied"" but my money has been taken out of my bank?  

And it says I have no trips coming up??",-1
"@AmericanAir I've been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?",-1
@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,-1
"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",-1
@united We're hoping to hear from you actually.,-1
@VirginAmerica thank you! I absolutely will 😎,1
"@AmericanAir I hear #Delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",0
@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,0
@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,1
@SouthwestAir thanks!! We will see what happens!!,1
@USAirways this is a complete waste of my day. A trip to my for work has now turned into sitting on your planes all day. Ridiculous,-1
@USAirways Some of my 4 kids are anxious. Husband and I can't sit with all 4 with current setup. No warning that our 6 seats changed.,-1
@USAirways they told me to call back Late Flightr,-1
@SouthwestAir need to Cancelled Flight a few more can you please check DM,0
@AmericanAir u didn't give an answer why the flight delayed so long. and how do u compensate missing my other flights Lima to Cuzco??,-1
"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!",1
@USAirways Please hold US1765 for me. Need to get home tonight before weather. Almost there.,0
@united can you help me with a delayed flight as im going to miss my connection?,-1
@JetBlue you wanna help out? How about you reimburse the money you cause my band to lose.,-1
"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",1
@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.,-1
".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",-1
@southwestair TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isn’t enough. #freedrinkcoupons,-1
“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!,1
@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,0
"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!",-1
@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,-1
@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.,0
@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,-1
@united how is it tripitPro has accurate delayed dept. times and 2hours Late Flightr I hear the same from you? Just curious,-1
@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..,-1
@united lax29108m make it happen please else on a cruise with no luggage tomorrow,-1
@USAirways I find it funny that @PHLAirport responds but you don't. Your customer service is the worst. #wedontcarebecauseyoupaidalready,-1
"@united thanks, just sent :)",1
"@SouthwestAir boarding passes now compatible with #iPhone #Passbook 
http://t.co/1ESmMnIZEk",0
"@SouthwestAir thx for smooth landing today @fly2midway, we applauded! Now what can u do abt the weather? #takemeback http://t.co/OQZ7Wc4lLA",1
@AmericanAir right so I missed my connection / had a three hour Kay over / then you lost my bag.,-1
"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S",0
@AmericanAir served me rubber pasta covered In sauce that tastes like plastic. Do you have any food for human consumption anymore ?,-1
@usairways I get extended hold times due to the weather...but 2-1/2 hours on hold (and counting). HELP!!,-1
😕 RT @JetBlue: Our fleet's on fleek. http://t.co/4KH92mKoTZ,0
"@usairways on hold for TWO HOURS now, pick up the PHONEEEEE",-1
@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?,-1
@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,-1
@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING,1
@SouthwestAir All good... beers and #oscars2015 ar #DIA,1
"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",-1
@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,1
@AmericanAir there is no local agent! There is no person to answer our questions and their phone service is terrible.,-1
@AmericanAir on our way now,0
@AmericanAir 24 hours on the AirPort,-1
@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,-1
@united just did! Thank you!,1
@united I knew I should've flew @VirginAmerica lol,-1
"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical.",-1
@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,-1
@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,-1
@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT,1
@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,-1
@JetBlue flite454,0
@JetBlue had a potentially stressful situation in reFlight Booking Problems a flight which she diffused and helped make awesome!,-1
@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!,1
@VirginAmerica thanks!,1
@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH,-1
@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,0
"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.",-1
“@JetBlue: Our fleet's on fleek. http://t.co/tLGoihqkvS” 😐 make it stop.,-1
@united How can I verify if wheelchair assistance has been requested for my next flight?,0
@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc,0
@SouthwestAir thanks for the follow up. So glad to get my bag back.,1
@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird,0
"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",1
@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed,-1
@SouthwestAir making me miss #TheBachelor right now #wah,-1
@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,-1
@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?,-1
"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",-1
"@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.",1
@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.,-1
"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",1
@AmericanAir absolutely disappointed in your lack of service. Lost my bag and can't even deliver it after I was told it would happen.,-1
Jet BOOOO 🍅🍅🍅🍅 RT @JetBlue: Our fleet's on fleek. http://t.co/0WbJAWx7xD,-1
"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",-1
@USAirways skys r sunny air is cold I can't wait to get to #CLT,0
"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",0
@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues. #whatgives #dullessucks,-1
"@SouthwestAir He is going to file a formal complaint, this should have never happened. Please direct us to the right department.",-1
@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,-1
@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!,-1
@AmericanAir 62 inches !?,0
@USAirways yes .not sure how you guys don't know gate is occupied and keep us waiting,-1
@AmericanAir @cyncyn661 Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!,0
@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!,0
@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,1
@SouthwestAir why do your MDW gates have so many fewer seats than your planes?,-1
"@SouthwestAir if this flight is Cancelled Flighted or delayed any further I expect full compensation for my park ticket, hotel &amp; flight..",-1
@SouthwestAir not very helpful trying to get out of Nashville.Should waive change fee for 2/18.,-1
@JetBlue I think I have it selected already ☺️,0
@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.,-1
@JetBlue or she ;),0
"@SouthwestAir That was Chantilly, Paris, France.",0
@SouthwestAir when are you opening the flights beyond august 7th???,0
@USAirways nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay for Choice,-1
@AmericanAir no response to DM or email yet.  customer service?,-1
"@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer",1
@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..,1
@JetBlue  will do.,0
@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?,-1
@united sitting on UAL 683 - a comedy of errors.  UAL is incompetent,-1
"@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?",-1
"@united UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well""",-1
@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi,-1
@USAirways i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,0
@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,-1
@united worst flight experience I've ever had. Will never ever fly your airline again.,-1
"@SouthwestAir Today is going to be the day, I can feel it!  Thank y'all for your support throughout! We're coming home Nashville! #Octavia",0
@AmericanAir See photo of B787 scale model &amp; our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM. http://t.co/kfD4WQRkLW,0
@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,-1
@SouthwestAir thanks! I expected a wait... Just not that long. :),-1
@VirginAmerica Keep up the great work :),1
@JetBlue it was at JFK airport right now,0
@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH,1
@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,0
@AmericanAir you have the poorest trained employees at these desks. I haven't even started to discuss the #lostluggage yet,-1
@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,-1
@AmericanAir you can't change my flights and not have enough operators to handle calls.... #unacceptable #AmericanAirlines,-1
@AmericanAir due to gate agents I missed my connecting flight to Mexico City...not a happy customer AA- let's correct this,-1
@AmericanAir can you guys help me please?,0
"@AmericanAir @MallowFairy And how many times, exactly, should we call and leave our number for a call back? Because that hasn't worked.",-1
@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.,-1
"@united again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember",-1
@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,0
@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether,-1
@AmericanAir @gerri_elliott You will!! Every chance I get! Thanks for keeping me Exec Platinum.,1
@JetBlue on flight 2416 to Orlando...ridiculous that we had to wait for this high school band to board. #notbabysitters #whrsthecoach?,-1
@AmericanAir She got to the gate just in time to watch the plane push back. 5 minutes was all she needed. Glad we’ve relatives nearby.,-1
@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :),-1
"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",-1
"Currently on @JetBlue, my new robotic love-doll. Reminded heavily of @pattonoswalt's bit about them-hence an excuse to say ""huxleyesque.""",0
@jetblue it's time for a direct flight from #JFK to #PITT.... @ Official JetBlue Terminal 5 - New York… http://t.co/QygXGmd3Sn,0
@AmericanAir got call saying flight Cancelled Flightled but checked online and it isn't Cancelled Flightled. No where near bad weather. I have job interview,-1
@united But thanks for asking,1
@USAirways @americanair I feel sorry for AA,-1
"@united it just goes round &amp; round, it's be going on for weeks,",0
@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,-1
@USAirways @AmericanAir my friends are stranded at KPHL and the representatives there won't even give them food vouchers…any help please?,-1
@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,0
@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,-1
"@USAirways quick, let's board a plane so that we can sit on runway for 2 hours #clockwork #scareways #neverfails @AUmilo1",-1
@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,-1
@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,-1
@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,1
“@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE”,0
@USAirways do you have an email??,0
"@USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part...",-1
@SouthwestAir - 800 is not int'l friendly,-1
@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒,-1
@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,-1
@USAirways just now but no general announcement,0
"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",0
LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”,0
@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201,0
@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor,0
@AmericanAir I'll give a reward for whoever finds and returns to me on Thurs when I fly back thru @dfwairport. I ❤️ these earrings!!,-1
@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi,-1
"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",1
@USAirways made it! Just! Huge relief - thanks for your help!,1
@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,-1
"@AmericanAir no vouchers 4 Cancelled Flighted flight due 2 weather. Today's issue, broken tire. No vouchers cause tire was broken by weather. #nomoAA",-1
@USAirways thank you,1
@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,-1
@SouthwestAir thanks for losing my luggage,-1
@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),1
@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!,-1
@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,1
"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!",-1
@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401,-1
"@united enough already with the poor service, old planes, ridiculous routing. 1k and time to find a new airline with status match.",-1
"@USAirways thank you! It's # 1875 from BWI, keep seeing different stats, from delayed to awaiting take off to delayed...",1
"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS",-1
@SouthwestAir Cancelled Flightled my flight without explanation and won't pick up the phone...25 minutes and counting.   #customerservice @olive201,-1
"@JetBlue - Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i",-1
@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,-1
@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup,-1
@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,-1
"@USAirways 
Not one to complain much but really 1 hour 15minutes and still nothing. Agents or Agent ⤵ http://t.co/Q5SB0DaVuy",-1
@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,1
@united this team added 30 mins on turnaround,-1
@USAirways on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted,-1
@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,1
@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx,1
@USAirways I want to not sit on a plane from DCA to LGA for an hour and a half which is longer than my flight.,-1
"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.",-1
@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,1
"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",-1
“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri,0
@JetBlue Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.,-1
"@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts.",0
@USAirways cannot add my frequent flyer number on your website.  Can you help?,-1
@united Just submitted my response on the link you sent.,0
@USAirways I have contacted them but only got an automated response that won't give me the code.,-1
"@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier",0
@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou,-1
@AmericanAir  CXL flight. rebooked 2 PAX no problems. Thank you and everyone at AA for helping us all out!,1
"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology.",-1
@JetBlue haha thanks Jetblue👌☺️,1
@JetBlue Social Media Takes Flight with Fly #LikeAGirl - What brand lesson can we learn?  #SMM #Brand  https://t.co/nTGl2WnQVM,0
"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",-1
@JetBlue do you know when the schedule for dec 2015 will be released?,0
"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!",-1
@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,1
@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,-1
"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",-1
"@USAirways how can I make a purchase, you take the money but I don't have a reservation...Explain",-1
@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN,-1
@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???,-1
@USAirways Look into better service.,0
@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3,0
@AmericanAir I need to rebook and I cannot get an agent. Can you help?,-1
@SouthwestAir Thanks for making good on @PoteetTJ 's Cancelled Flightled flight.,1
@USAirways 59 minutes now. Nice customer service you got going on.,-1
@AmericanAir I spent $600 on my flight. Could have gone on @united for $382 but their mileage program sucks.,-1
@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,-1
